Papel;Cotacao;PL;PVP;PSR;DY;PAtivo;PCapGiro;PEBIT;PAtivCircLiq;EVEBIT;EVEBITDA;MargEBIT;MargLiq;LiqCorr;ROIC;ROE;Liq2meses;PatrimLiquido;DivBrutaPatrim;CrescRec5a
TCNO4;0.85;-4.82;-5.95;0.0;0.0;0.024;-0.06;-2.04;-0.03;-14.27;-16.48;0.0;0.0;0.28;-0.0159;1.2336;0.0;-946000.0;-35.76;-0.3239
MRVE3;8.57;-4.63;0.91;0.442;0.0;0.169;0.62;3.0;-0.7;8.18;7.08;0.1476;-0.0956;2.03;0.0587;-0.1956;82442000.0;5327810000.0;1.61;0.1231
RCSL3;0.74;-4.6;-3.47;28.832;0.0;2.442;-4.04;-29.21;-1.81;-29.18;-32.42;-0.9871;-6.2238;0.37;-0.0872;0.7535;1307810.0;-27182000.0;0.0;-0.47590000000000005
RIOS3;30.5;-4.53;-2.3;9.327;0.0;1.09;-1.01;-38.47;-0.75;-67.84;-33.85;-0.24239999999999998;-2.0585;0.01;-0.0326;0.5077;573.08;-905447000.0;-1.76;0.5312
PRML3;11.52;-4.41;1.98;18.612;0.0;0.581;23.0;-30.33;-0.93;-63.15;1640.31;-0.6136;-4.2499;2.02;-0.0196;-0.4484;0.0;2192720000.0;2.18;0.3285
DASA3;3.55;-4.33;0.57;0.354;0.0;0.211;3.66;4.84;-0.66;11.2;4.7;0.0732;-0.08109999999999999;1.23;0.052199999999999996;-0.13140000000000002;6979170.0;7821120000.0;1.07;0.0662
ADHM3;1.56;-4.09;-1.29;770.924;0.0;105.126;-1.43;-5.69;-1.27;-5.69;-5.81;-135.485;-188.606;0.0;5.2170000000000005;0.3147;2064.0;-19776000.0;0.0;0.43479999999999996
BUET4;18.49;-4.04;-0.72;1.451;0.0;0.423;-0.5;-9.72;-0.29;-19.18;-30.83;-0.1493;-0.3593;0.11;-0.059500000000000004;0.1779;0.0;-124674000.0;-0.7;0.0455
PMET5;0.65;-3.95;-0.16;4.518;0.0;30.248;-0.22;89.99;-0.16;503.88;503.88;0.050199999999999995;-1.1449;0.01;0.3897;0.040999999999999995;0.0;-290863000.0;-0.74;0.3774
LFFE3;3.11;-3.92;3.26;0.0;0.0;2.877;0.0;-21.18;0.0;-17.8;8.39;0.0;0.0;0.0;0.0;-0.831;0.0;51892000.0;0.0;0.0
FBMC3;80.0;-3.78;-0.92;3.858;0.0;1.384;-1.79;-2.85;-0.64;-3.31;-3.69;-1.3559;-1.0197;0.31;-0.647;0.2419;0.0;-63552000.0;-0.15;-0.3166
TLCP4;34.11;-3.57;1.25;0.586;0.0;0.379;-1.96;-18.91;-0.95;-36.16;-36.16;-0.031;-0.16399999999999998;0.61;-0.0252;-0.3504;0.0;262979000.0;1.21;0.0909
BECE3;9.1;-3.42;8.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.552;0.0;96496000.0;0.0;0.1281
BIED3;6.9;-3.36;2.76;0.535;0.0;0.409;-1.79;83.65;-0.61;98.58;13.57;0.0064;-0.16190000000000002;0.33;0.0051;-0.8207;34671.0;66699000.0;0.72;0.07519999999999999
BECE4;8.75;-3.29;8.38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.552;0.0;96496000.0;0.0;0.1281
USIM6;8.0;-3.26;0.48;0.382;0.0;0.281;0.79;10.93;2.08;10.32;4.32;0.0349;-0.1108;4.12;0.035;-0.1479;0.0;20813900000.0;0.31;-0.0702
PNOR5;1.87;-2.9;0.55;0.354;0.0;0.205;0.7;8.52;-2.32;4.57;4.57;0.0415;-0.1174;2.5;0.0361;-0.1884;0.0;158071000.0;0.42;0.0134
PNOR6;1.87;-2.9;0.55;0.354;0.0;0.205;0.7;8.52;-2.32;4.57;4.57;0.0415;-0.1174;2.5;0.0361;-0.1884;0.0;158071000.0;0.42;0.0134
STRP4;0.21;-2.85;-0.43;0.416;0.0;0.111;-0.18;-0.45;-0.09;-1.15;-1.15;-0.9181999999999999;-0.1458;0.13;-0.25489999999999996;0.1495;0.0;-12498000.0;-0.66;-0.3639
SOMA3;5.94;-2.81;0.8;0.867;0.0;0.486;2.01;7.45;19.87;9.24;6.13;0.11630000000000001;-0.3081;2.36;0.0781;-0.2852;0.0;5809620000.0;0.33;0.5893999999999999
USIM3;6.65;-2.71;0.4;0.317;0.0;0.234;0.65;9.08;1.73;8.48;3.55;0.0349;-0.1108;4.12;0.035;-0.1479;3212400.0;20813900000.0;0.31;-0.0702
USIM5;6.6;-2.69;0.4;0.315;0.0;0.232;0.65;9.02;1.72;8.41;3.52;0.0349;-0.1108;4.12;0.035;-0.1479;93396600.0;20813900000.0;0.31;-0.0702
RNEW4;1.21;-2.66;0.36;0.962;0.0;0.152;-2.6;-5.85;-0.3;-14.27;39.43;-0.16440000000000002;-0.36229999999999996;0.58;-0.027200000000000002;-0.136;146294.0;1250090000.0;0.57;0.4396
RNEW3;1.2;-2.63;0.36;0.954;0.0;0.15;-2.58;-5.8;-0.3;-14.22;39.3;-0.16440000000000002;-0.36229999999999996;0.58;-0.027200000000000002;-0.136;101410.0;1250090000.0;0.57;0.4396
LIXC3;1.75;-2.62;1.52;395.995;0.0;0.069;0.28;-4.21;3.84;-6.37;-6.68;-94.1321;-143.868;1.34;-0.019;-0.5785;0.0;13842000.0;0.79;-0.759
BICB4;8.25;-2.43;2.21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.91;0.0;944626000.0;0.0;-0.3119
PTBL3;3.25;-2.41;2.36;0.177;0.0;0.128;-7.72;4.88;-0.22;15.87;5.08;0.0362;-0.07339999999999999;0.96;0.0358;-0.9787;835915.0;194535000.0;6.61;0.0815
LJQQ3;1.99;-2.4;0.96;0.139;0.0;0.103;0.37;34.18;-0.65;32.62;2.48;0.0040999999999999995;-0.0581;1.61;0.0042;-0.39990000000000003;8384580.0;404936000.0;1.44;0.08039999999999999
VVAR11;14.58;-2.37;1.72;0.158;0.0;0.132;-0.78;2.19;-0.26;5.59;3.75;0.0722;-0.0666;0.71;0.0833;-0.7254999999999999;0.0;2634000000.0;3.54;-0.0351
RNEW11;3.23;-2.36;0.32;0.856;0.0;0.135;-2.32;-5.21;-0.27;-13.62;37.65;-0.16440000000000002;-0.36229999999999996;0.58;-0.027200000000000002;-0.136;0.0;1250090000.0;0.57;0.4396
VVAR4;4.84;-2.36;1.71;0.157;0.0;0.131;-0.78;2.18;-0.26;5.59;3.74;0.0722;-0.0666;0.71;0.0833;-0.7254999999999999;0.0;2634000000.0;3.54;-0.0351
BICB3;8.0;-2.35;2.14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.91;0.0;944626000.0;0.0;-0.3119
CSAN3;5.74;-2.34;4.29;0.563;0.0;0.169;0.93;2.59;-0.36;7.52;5.21;0.2177;-0.2522;2.58;0.0848;-1.8329;226637000.0;5304230000.0;13.32;0.1128
DMFN3;12.5;-2.33;1.52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.6531;0.0;507216000.0;0.0;0.8976000000000001
ARLA4;3.38;-2.21;-0.62;2.137;0.0;0.442;-0.31;-6.74;-0.29;-17.87;-17.87;-0.3172;-0.9655;0.1;-0.1371;0.28;0.0;-24319000.0;-1.02;-0.4746
CEED4;20.0;-2.19;-0.34;0.224;0.0;0.153;2.72;2.37;-0.13;12.71;9.2;0.0944;-0.1025;1.22;0.0779;0.1549;0.0;-4031280000.0;-1.68;0.067
LIXC4;1.45;-2.17;1.26;328.11;0.0;0.057;0.23;-3.49;3.18;-5.65;-5.92;-94.1321;-143.868;1.34;-0.019;-0.5785;0.0;13842000.0;0.79;-0.759
MMXM3;14.0;-2.17;-0.11;0.0;0.0;0.71;-0.1;4.7;-0.09;18.64;18.64;0.0;0.0;0.01;0.2593;0.049699999999999994;0.0;-842661000.0;-0.32;-0.2851
OGXP3;1.63;-2.15;-0.98;0.0;0.0;0.925;0.0;-16.46;0.0;-16.46;-16.46;0.0;0.0;0.0;0.0;0.45530000000000004;0.0;-53901000.0;0.0;0.0
MEAL3;1.09;-2.14;0.35;0.157;0.0;0.137;-2.68;-6.72;-0.31;-12.42;4.31;-0.0233;-0.0731;0.77;-0.0236;-0.1618;252571.0;901644000.0;0.52;0.0321
NTCO3;10.8;-2.09;0.99;0.692;0.0;0.426;1.94;5.35;-15.63;6.8;5.58;0.1293;-0.33039999999999997;1.68;0.1009;-0.4714;0.0;15043700000.0;0.42;-0.159
VTLM3;0.79;-2.07;-0.65;390.404;0.0;53.237;-0.72;-2.88;-0.64;-2.88;-2.94;-135.485;-188.606;0.0;5.2170000000000005;0.3147;0.0;-19776000.0;0.0;0.43479999999999996
BRKM5;12.31;-2.06;-2.78;0.133;0.0;0.112;2.5;-4.76;-0.15;-22.85;18.19;-0.027999999999999997;-0.0723;1.18;-0.031200000000000002;1.3456000000000001;52033300.0;-3533000000.0;-12.66;-0.0837
KRSA3;8.87;-2.03;1.2;0.293;0.0;0.138;1.33;2.76;-0.25;14.74;8.56;0.10619999999999999;-0.1535;1.48;0.0552;-0.5889;0.0;573172000.0;5.71;0.06309999999999999
SJOS3;1.19;-1.92;-0.08;8.91;0.0;5.247;-0.09;-35.39;-0.08;-86.8;-86.8;-0.2518;-4.6295;0.01;0.0113;0.0433;0.0;-192639000.0;-0.12;-0.1467
PTBL4;2.59;-1.92;1.88;0.141;0.0;0.102;-6.16;3.89;-0.17;14.88;4.76;0.0362;-0.07339999999999999;0.96;0.0358;-0.9787;0.0;194535000.0;6.61;0.0815
TRAD3;2.35;-1.9;0.51;2.994;0.0;0.433;0.96;-2.16;0.98;-1.58;-1.98;-1.3862999999999999;-1.5836000000000001;9.31;-0.22699999999999998;-0.2703;74393.9;183145000.0;0.0;-0.2938
SEQL3;0.3;-1.89;-2.88;2.363;0.0;2.074;-2.34;-3.01;-1.19;-4.57;-5.96;-0.7859;-1.4774;0.15;-0.7501000000000001;1.5258;619197.0;-592212000.0;-1.5;-0.2029
ARCZ3;3.66;-1.88;1.95;1.096;0.0;0.369;1.53;9.5;-0.84;28.18;28.18;0.11539999999999999;-0.5802;2.86;0.0403;-1.0398;0.0;1934210000.0;3.92;0.0075
ARCZ6;3.63;-1.86;1.94;1.087;0.0;0.366;1.52;9.42;-0.84;28.1;28.1;0.11539999999999999;-0.5802;2.86;0.0403;-1.0398;0.0;1934210000.0;3.92;0.0075
BISA3;1.58;-1.77;1.18;1.692;0.0;0.321;0.86;-4.02;-7.64;-6.21;-9.28;-0.4205;-0.9636;2.22;-0.085;-0.6694;0.0;1788370000.0;0.77;-0.24230000000000002
BRKM3;10.41;-1.75;-2.35;0.113;0.0;0.095;2.12;-4.02;-0.13;-22.12;17.6;-0.027999999999999997;-0.0723;1.18;-0.031200000000000002;1.3456000000000001;498612.0;-3533000000.0;-12.66;-0.0837
AMOB3;12.55;-1.74;0.23;0.024;0.0;0.056;0.28;1.02;-0.28;6.69;3.96;0.024;-0.013999999999999999;1.58;0.0751;-0.1319;565457.0;2074400000.0;1.48;0.0
BCAL6;0.28;-1.7;-0.07;1.946;0.0;13.03;-0.09;38.77;-0.07;452.65;452.65;0.050199999999999995;-1.1449;0.01;0.3897;0.040999999999999995;0.0;-290863000.0;-0.74;0.3774
DJON4;0.18;-1.7;0.22;-0.956;0.0;0.166;-1.29;-1.42;-0.85;-1.98;-1.98;0.6737000000000001;0.5633;0.24;-0.1202;-0.1284;0.0;2702000.0;0.09;0.45189999999999997
SPRI6;11.0;-1.68;1.24;0.0;0.0;1.196;2.33;-3.21;2.47;-2.86;-2.88;0.0;0.0;66.47;-0.4286;-0.7382;0.0;22420000.0;0.0;-0.0733
BLUT4;1.52;-1.66;0.14;0.0;0.0;0.041;-0.22;-12.69;-0.06;-23.74;-23.74;0.0;0.0;0.0;-0.0033;-0.0824;10453.2;56569000.0;0.12;0.0
BRKM6;9.7;-1.63;-2.19;0.105;0.0;0.088;1.97;-3.75;-0.12;-21.85;17.39;-0.027999999999999997;-0.0723;1.18;-0.031200000000000002;1.3456000000000001;1274.46;-3533000000.0;-12.66;-0.0837
PCAR3;2.73;-1.63;0.64;0.07;0.0;0.073;-1.09;0.85;-0.13;2.16;1.25;0.08289999999999999;-0.0426;0.83;0.1217;-0.39130000000000004;45473600.0;2106000000.0;1.95;-0.1725
ARLA3;2.47;-1.62;-0.45;1.562;0.0;0.323;-0.22;-4.92;-0.21;-16.06;-16.06;-0.3172;-0.9655;0.1;-0.1371;0.28;0.0;-24319000.0;-1.02;-0.4746
SPRI3;10.51;-1.61;1.19;0.0;0.0;1.143;2.23;-3.07;2.36;-2.72;-2.74;0.0;0.0;66.47;-0.4286;-0.7382;0.0;22420000.0;0.0;-0.0733
SDIA3;6.42;-1.59;9.41;0.397;0.0;0.418;-3.29;9.53;-0.83;23.15;23.15;0.0416;-0.2509;0.78;0.058899999999999994;-5.9066;0.0;459230000.0;17.27;0.13419999999999999
SDIA4;6.42;-1.59;9.41;0.397;0.0;0.418;-3.29;9.53;-0.83;23.15;23.15;0.0416;-0.2509;0.78;0.058899999999999994;-5.9066;0.0;459230000.0;17.27;0.13419999999999999
DUQE3;28.0;-1.58;-11.29;12.103;0.0;0.428;-0.74;-1.65;-0.57;-2.7;-2.98;-7.329199999999999;-7.676;0.33;-0.2821;7.1574;0.0;-6987000.0;-7.19;-0.42700000000000005
AMBP3;0.23;-1.5;0.35;0.053;0.0;0.023;0.08;0.34;-0.05;5.98;3.38;0.15560000000000002;-0.0256;2.72;0.09570000000000001;-0.2347;2453030.0;1093330000.0;10.1;0.5682
SCLO4;0.41;-1.42;0.0;0.0;0.0;0.007;0.0;-0.85;0.0;-59.24;-59.24;0.0;0.0;0.18;-0.0083;0.0021;0.0;-131423000.0;-0.21;0.0
BHIA3;2.86;-1.39;1.01;0.093;0.0;0.078;-0.46;1.29;-0.15;4.7;3.15;0.0722;-0.0666;0.71;0.0833;-0.7254999999999999;12147900.0;2634000000.0;3.54;-0.0351
SPRI5;8.52;-1.3;0.96;0.0;0.0;0.927;1.81;-2.49;1.91;-2.14;-2.15;0.0;0.0;66.47;-0.4286;-0.7382;0.0;22420000.0;0.0;-0.0733
AMER3;5.16;-1.27;0.22;0.074;0.0;0.064;0.35;-0.91;-0.26;-2.07;-8.48;-0.0821;-0.058499999999999996;1.63;-0.084;-0.1716;9728390.0;4737000000.0;0.4;-0.0987
IDVL4;2.67;-1.26;1.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.9176000000000001;0.0;237683000.0;0.0;0.0
PMET6;0.2;-1.21;-0.05;1.39;0.0;9.307;-0.07;27.69;-0.05;441.57;441.57;0.050199999999999995;-1.1449;0.01;0.3897;0.040999999999999995;0.0;-290863000.0;-0.74;0.3774
VIVR3;0.44;-1.21;0.28;0.57;0.0;0.089;1.31;-1.98;-0.38;-3.28;-3.4;-0.2883;-0.4703;1.19;-0.04769999999999999;-0.2288;133436.0;77426000.0;0.32;-0.1152
AVLL3;0.72;-1.18;-0.74;0.216;0.0;0.105;-2.66;0.87;-0.14;4.2;4.16;0.2493;-0.1502;0.91;0.1487;0.6283;10818.8;-189334000.0;-3.85;0.2901
CEED3;9.79;-1.07;-0.17;0.11;0.0;0.075;1.33;1.16;-0.07;11.49;8.32;0.0944;-0.1025;1.22;0.0779;0.1549;165.56;-4031280000.0;-1.68;0.067
LGLO4;100.0;-1.05;0.65;0.225;0.0;0.192;-0.32;-1.24;-0.32;-2.13;-2.13;-0.18100000000000002;-0.2147;0.14;-0.1837;-0.6251;0.0;5191000.0;0.49;-0.1142
IDVL3;2.16;-1.02;0.93;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.9176000000000001;0.0;237683000.0;0.0;0.0
BAHI11;2.0;-0.97;0.8;0.155;0.0;0.119;-0.52;24.25;-0.18;39.18;5.39;0.0064;-0.16190000000000002;0.33;0.0051;-0.8207;0.0;66699000.0;0.72;0.07519999999999999
ONCO3;2.17;-0.87;2.53;0.414;0.0;0.299;7.36;6.13;-0.62;17.08;9.31;0.0675;-0.49090000000000006;1.12;0.057999999999999996;-2.8963;10554500.0;971212000.0;5.01;0.175
FICT3;0.51;-0.87;0.38;6.447;0.0;0.249;0.4;-2.61;0.45;2.34;3.34;-2.4709;-7.3888;3.17;-0.4363;-0.4325;169598.0;59287000.0;0.17;-0.36
TOKY3;0.48;-0.85;385.78;0.137;0.0;54.017;-2532.93;-11.86;-83.62;-11.93;2.4;-0.0115;-0.1963;0.94;-5.4353;-455.89099999999996;352691.0;269731.0;2.53;0.0005
DHBI3;19.0;-0.83;-0.17;0.869;0.0;0.343;-0.16;-3.68;-0.13;-24.58;-59.55;-0.23579999999999998;-1.5481;0.12;-0.105;0.21030000000000001;0.0;-456340000.0;-0.99;-0.23620000000000002
LETO5;2.06;-0.83;-0.14;0.0;0.0;0.248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1705;0.0;-58642000.0;0.0;-0.17379999999999998
TPIS3;7.2;-0.82;0.62;0.3;0.0762;0.144;-0.42;-1.09;-0.21;-5.16;-27.32;-0.2764;-0.3818;0.23;-0.1436;-0.7523000000000001;236214.0;513188000.0;2.48;0.0179
IENG3;0.15;-0.81;0.99;1.717;0.0;0.11;-1.17;3.88;-0.3;25.11;25.11;0.4429;-2.2461;0.85;0.028399999999999998;-1.2241;0.0;52234000.0;5.45;0.08130000000000001
GFSA3;2.0;-0.79;0.02;0.056;0.0;0.01;0.04;-0.26;-0.5;-7.51;-8.17;-0.2138;-0.0716;1.88;-0.0395;-0.0313;3321190.0;1989340000.0;0.78;-0.0721
TCSA3;1.32;-0.75;0.31;0.35;0.0;0.088;-1.29;-0.86;-0.21;-5.42;-5.84;-0.406;-0.4678;0.81;-0.1085;-0.4207;281482.0;309730000.0;1.81;0.2141
TXRX3;9.97;-0.73;-0.11;0.376;0.0;0.244;-0.23;-5.09;-0.09;-46.0;-93.94;-0.0739;-0.5135000000000001;0.28;-0.051;0.1503;0.0;-385474000.0;-0.89;-0.1032
LATM11;28.65;-0.68;0.02;0.006;0.0;0.003;-0.02;0.05;0.0;7.74;7.74;0.11460000000000001;-0.0039000000000000003;0.49;0.0655;-0.023700000000000002;0.0;11357000000.0;2.92;0.16690000000000002
CELM3;15.0;-0.67;-0.16;0.257;0.0;0.132;-0.21;-1.02;-0.1;-4.26;-4.26;-0.2514;-0.3836;0.44;-0.156;0.2341;0.0;-11104000.0;-0.66;0.057999999999999996
IENG5;0.12;-0.65;0.79;1.374;0.0;0.088;-0.93;3.1;-0.24;24.33;24.33;0.4429;-2.2461;0.85;0.028399999999999998;-1.2241;0.0;52234000.0;5.45;0.08130000000000001
RDNI3;2.14;-0.6;0.56;0.254;0.0;0.08;0.4;-1.4;-0.26;-8.28;-8.96;-0.1812;-0.4167;1.61;-0.060599999999999994;-0.9451999999999999;0.0;165979000.0;2.94;-0.045
SHOW3;5.33;-0.59;0.35;0.243;0.0;0.091;0.79;-5.15;-0.67;2.41;34.9;-0.0472;-0.4257;1.23;-0.0333;-0.5945;274234.0;102766000.0;0.6;0.7269
BRPR3;131.17;-0.57;0.05;0.695;12.0289;0.038;1.73;12.11;-0.49;-3.7;-2.55;0.0574;-1.2398;1.12;0.0034999999999999996;-0.0934;0.0;1136910000.0;0.07;-0.2505
PMAM4;5.84;-0.53;-0.12;1.507;0.0;0.522;-0.13;-3.21;-0.1;-23.84;-35.99;-0.47009999999999996;-2.8388999999999998;0.05;-0.2982;0.2304;0.0;-6658140000.0;-0.79;-0.473
IFCM3;0.87;-0.51;0.34;0.135;0.0;0.085;0.38;-0.08;-0.31;-0.33;-0.34;-1.6380000000000001;-0.2631;1.91;-1.2997;-0.6570999999999999;837196.0;338323000.0;1.24;0.0123
FRTA3;1.31;-0.49;-0.04;0.357;0.0;0.088;-0.03;-0.68;-0.03;-17.74;-18.74;-0.5265;-0.7229000000000001;0.03;-0.1802;0.0717;0.0;-75884000.0;-0.89;-0.06509999999999999
REEM4;4.63;-0.48;-0.08;0.197;0.0;0.137;-0.14;-4.33;-0.07;-3.84;-6.01;-0.0454;-0.4065;0.45;0.0461;0.1578;0.0;-372708000.0;0.0;-0.1359
CCXC3;1.16;-0.48;-0.04;0.0;0.0;0.185;0.0;-0.65;0.0;-0.52;-0.52;0.0;0.0;0.0;0.0;0.0785;0.0;-52699000.0;0.0;0.0
CTNM3;7.13;-0.46;-0.58;0.344;0.0;0.073;-0.12;-0.51;-0.07;-3.4;-4.32;-0.6736;-1.3736000000000002;0.24;-0.1707;1.2634;0.0;-375916000.0;-3.54;-0.24850000000000003
DOCA3;11.0;-0.4;-0.03;-3.064;0.0;0.03;-0.32;-0.26;-0.02;-6.86;-6.76;11.6592;6.3617;0.61;-0.12480000000000001;0.0824;0.0;-390317000.0;-0.82;-0.38799999999999996
FGUI4;0.38;-0.39;-0.07;0.507;0.0;0.798;-0.07;-1.83;-0.06;-14.24;-14.24;-0.2772;-1.29;0.04;-0.6074;0.1732;0.0;-222024000.0;-0.46;0.0213
WISA4;0.25;-0.35;-0.01;0.219;0.0;0.029;-0.06;-0.31;-0.01;-19.27;-19.27;-0.7141;-0.6275;0.18;-0.0978;0.0239;0.0;-205386000.0;-0.52;-0.4866
FHER3;4.08;-0.34;-0.19;0.049;0.0;0.076;-0.62;-0.9;-0.11;-0.56;-0.87;-0.0541;-0.1419;0.85;-0.2634;0.5672999999999999;58087.9;-1129610000.0;-0.05;0.032799999999999996
LETO3;0.8;-0.32;-0.05;0.0;0.0;0.096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1705;0.0;-58642000.0;0.0;-0.17379999999999998
PLAS3;4.35;-0.31;-0.08;0.046;0.0;0.086;-0.12;-1.88;-0.05;-11.5;9.69;-0.0246;-0.1506;0.32;-0.056799999999999996;0.2614;2674.21;-673571000.0;-0.43;0.1858
WISA3;0.2;-0.28;-0.01;0.175;0.0;0.023;-0.05;-0.25;-0.01;-19.21;-19.21;-0.7141;-0.6275;0.18;-0.0978;0.0239;0.0;-205386000.0;-0.52;-0.4866
RAIZ4;0.55;-0.26;-3.57;0.025;0.0;0.048;0.23;6.94;-0.1;81.68;6.37;0.0034999999999999996;-0.09609999999999999;1.69;0.0089;13.937899999999999;39084900.0;-1596880000.0;-48.93;0.0216
OIBR4;1.3;-0.23;-0.03;1.884;0.0;0.023;-0.14;-0.17;-0.01;-4.03;-5.37;-11.4146;-8.0887;0.59;-0.1797;0.1189;4601.54;-15496000000.0;-0.72;-0.4594
CTSA8;1.0;-0.23;0.21;0.283;0.0;0.047;-0.13;-0.41;-0.08;-3.5;-4.12;-0.6922;-1.246;0.3;-0.1322;-0.9373999999999999;0.0;130725000.0;1.66;-0.3439
AZEV3;0.27;-0.22;1.0;0.597;0.0;0.153;-1.37;-1.79;-0.24;-2.44;1.67;-0.3336;-2.6937;0.65;-0.0969;-4.532900000000001;521301.0;159350000.0;0.41;0.3549
ADMF3;14.9;-0.21;1.92;2.199;0.0;0.276;1.74;10.2;2.35;1.98;1.9;0.21559999999999999;-10.607899999999999;1.19;0.2742;-9.2832;1254.1;45164000.0;4.74;0.0
BOBR4;1.21;-0.2;-0.2;0.197;0.0;0.38;-6.38;1.59;-0.15;2.81;2.46;0.1241;-0.9715;0.89;0.336;0.9655;12779.5;-1607720000.0;-0.18;0.0913
DOCA4;5.0;-0.18;-0.01;-1.393;0.0;0.014;-0.15;-0.12;-0.01;-6.71;-6.62;11.6592;6.3617;0.61;-0.12480000000000001;0.0824;0.0;-390317000.0;-0.82;-0.38799999999999996
CTAX3;0.82;-0.17;0.25;0.051;0.0;0.019;-0.07;-1.87;-0.03;-13.75;12.19;-0.027000000000000003;-0.2979;0.38;-0.0113;-1.4499000000000002;3568.41;89018000.0;2.62;-0.22899999999999998
DUQE4;2.95;-0.17;-1.19;1.275;0.0;0.045;-0.08;-0.17;-0.06;-1.23;-1.35;-7.329199999999999;-7.676;0.33;-0.2821;7.1574;0.0;-6987000.0;-7.19;-0.42700000000000005
AZEV4;0.2;-0.16;0.74;0.442;0.0;0.113;-1.02;-1.33;-0.18;-1.97;1.35;-0.3336;-2.6937;0.65;-0.0969;-4.532900000000001;1584390.0;159350000.0;0.41;0.3549
MNDL4;0.38;-0.15;0.03;0.004;0.0;0.003;-0.02;0.04;-0.01;5.83;4.93;0.0892;-0.024399999999999998;0.78;0.06709999999999999;-0.1771;0.0;137573000.0;3.78;0.1092
FTRX3;0.13;-0.15;-0.02;0.206;0.0;0.023;-0.04;-0.19;-0.01;-1.77;-2.27;-1.0622;-1.3883;0.06;-0.1199;0.135;0.0;-154535000.0;-0.16;-0.3125
SJOS4;0.09;-0.15;-0.01;0.674;0.0;0.397;-0.01;-2.68;-0.01;-54.09;-54.09;-0.2518;-4.6295;0.01;0.0113;0.0433;0.0;-192639000.0;-0.12;-0.1467
INEP3;1.3;-0.14;-0.04;11.848;0.0;0.157;-0.08;-0.67;-0.03;-9.26;-10.02;-17.6924;-84.35340000000001;0.14;-0.2656;0.2827;152989.0;-1567110000.0;-0.52;-0.2306
AERI3;2.85;-0.14;-0.85;0.21;0.0;0.091;0.86;-0.2;-0.12;-2.17;-2.42;-1.0377;-1.4783000000000002;1.39;-0.4838;5.9824;166608.0;-208276000.0;-8.41;-0.23800000000000002
INEP4;1.18;-0.13;-0.04;10.755;0.0;0.142;-0.07;-0.61;-0.03;-9.2;-9.96;-17.6924;-84.35340000000001;0.14;-0.2656;0.2827;47722.4;-1567110000.0;-0.52;-0.2306
FTRX4;0.11;-0.13;-0.02;0.174;0.0;0.019;-0.03;-0.16;-0.01;-1.74;-2.24;-1.0622;-1.3883;0.06;-0.1199;0.135;0.0;-154535000.0;-0.16;-0.3125
TEKA3;42.5;-0.13;-0.01;0.066;0.0;0.017;-0.01;1.33;-0.01;39.59;31.09;0.0495;-0.528;0.05;0.0213;0.0776;0.0;-2202960000.0;-0.28;0.2375
TXRX4;1.57;-0.12;-0.02;0.059;0.0;0.038;-0.04;-0.8;-0.01;-41.71;-85.18;-0.0739;-0.5135000000000001;0.28;-0.051;0.1503;427.72;-385474000.0;-0.89;-0.1032
CTSA3;2.4;-0.1;0.17;0.47;0.0;0.025;-0.06;-0.22;-0.04;-3.34;-3.85;-2.1243;-4.5389;0.28;-0.1297;-1.6283;694.41;99103000.0;2.41;-0.5019
FBMC4;1.96;-0.09;-0.02;0.095;0.0;0.034;-0.04;-0.07;-0.02;-0.53;-0.59;-1.3559;-1.0197;0.31;-0.647;0.2419;0.0;-63552000.0;-0.15;-0.3166
RPMG3;2.2;-0.09;-0.02;0.017;0.0;0.014;-0.05;-0.08;-0.02;-0.05;-0.05;-0.2108;-0.19190000000000002;0.76;-0.1865;0.2232;7382.03;-7433370000.0;0.0;0.4364
CTSA4;1.74;-0.08;0.12;0.34;0.0;0.018;-0.04;-0.16;-0.03;-3.28;-3.78;-2.1243;-4.5389;0.28;-0.1297;-1.6283;742.9;99103000.0;2.41;-0.5019
SNSY5;2.52;-0.07;-0.01;0.02;0.0;0.034;-0.11;-0.5;-0.01;-7.09;-15.04;-0.0397;-0.2912;0.65;-0.0782;0.12560000000000002;7113.56;-2251150000.0;-0.12;0.0689
VPTA4;10.5;-0.07;-0.01;0.26;0.0;0.054;-0.02;-0.13;-0.01;-6.89;-6.89;-1.9357;-3.9638;0.23;-0.45;0.1011;0.0;-867658000.0;-0.34;-0.5891
